rental_id,car_id,checkin_type,state,delay,previous_id,time_delta,previous_delay
543524,195986,mobile,ended,26.0,539274.0,0.0,15.0
550857,405420,mobile,ended,112.0,553313.0,360.0,260.0
550907,334190,connect,canceled,,549759.0,0.0,142.0
559492,339475,mobile,ended,-3.0,555193.0,270.0,16.0
545586,384396,connect,canceled,,553994.0,60.0,120.0
562971,396777,mobile,ended,7.0,558913.0,420.0,19.0
564913,407315,mobile,ended,-172.0,565399.0,0.0,70.0
566664,408140,mobile,ended,-115.0,549726.0,660.0,72.0
540134,314456,connect,ended,62.0,543910.0,60.0,56.0
569130,380813,mobile,ended,-10.0,551354.0,390.0,14.0
533898,301301,connect,canceled,,557078.0,360.0,104.0
537967,335276,connect,ended,46.0,540855.0,0.0,29.0
569583,332998,mobile,ended,-125.0,566841.0,570.0,13.0
571816,314220,mobile,ended,60.0,574276.0,120.0,43.0
574188,358978,connect,ended,-30.0,573147.0,570.0,6.0
575912,405611,connect,ended,-58.0,574676.0,90.0,35.0
556670,374057,mobile,ended,-14.0,553772.0,120.0,4.0
556836,270935,mobile,ended,-171.0,546478.0,300.0,8.0
567286,295619,mobile,ended,7.0,567805.0,150.0,52.0
567764,414230,mobile,ended,-33.0,566395.0,120.0,24.0
567782,409499,mobile,ended,21.0,568160.0,690.0,48.0
530845,373889,mobile,canceled,,536992.0,0.0,1.0
531468,397636,mobile,canceled,,538819.0,90.0,30.0
535461,386259,connect,ended,-33.0,543525.0,30.0,11.0
536440,392633,mobile,canceled,,553304.0,600.0,49.0
547668,369881,connect,ended,13.0,535011.0,0.0,5.0
548899,361991,mobile,ended,46.0,547573.0,480.0,17.0
561623,386880,mobile,ended,-102.0,553117.0,630.0,65.0
562032,289383,mobile,ended,45.0,560727.0,30.0,20.0
564384,398152,connect,ended,-2.0,562529.0,720.0,40.0
552106,389836,mobile,canceled,,538942.0,330.0,142.0
553500,383497,mobile,ended,24.0,519122.0,120.0,163.0
554515,276924,mobile,ended,-64.0,553153.0,120.0,5.0
556467,369938,connect,ended,-105.0,547952.0,240.0,144.0
557773,402858,mobile,ended,-68.0,511719.0,0.0,71.0
557990,312572,mobile,ended,-89.0,558495.0,0.0,73.0
559724,383462,connect,ended,-39.0,556319.0,660.0,55.0
543854,222934,mobile,ended,-17.0,507859.0,0.0,16.0
543975,406551,mobile,ended,58.0,537735.0,150.0,13.0
536315,369230,mobile,ended,-191.0,536343.0,720.0,780.0
537737,382968,mobile,ended,51.0,538666.0,150.0,34.0
545551,388466,mobile,ended,-120.0,556990.0,180.0,201.0
556573,300505,connect,ended,-45.0,552826.0,630.0,13.0
540416,368724,mobile,canceled,,538062.0,270.0,72.0
541760,367632,connect,ended,-29.0,527974.0,270.0,8.0
573931,300377,mobile,ended,-8.0,568712.0,120.0,1760.0
548088,402562,connect,ended,-111.0,546511.0,120.0,14.0
549442,408506,mobile,ended,-150.0,548118.0,120.0,9.0
549521,387976,mobile,ended,17.0,543979.0,0.0,7.0
535880,377004,mobile,ended,-853.0,549968.0,30.0,52.0
536046,406075,mobile,ended,-158.0,538415.0,420.0,29.0
537570,299059,mobile,ended,-11.0,534705.0,60.0,74.0
560412,336349,connect,canceled,,568759.0,630.0,1466.0
550072,412028,mobile,ended,172.0,549606.0,570.0,567.0
552207,360551,connect,ended,68.0,550621.0,30.0,108.0
552208,376311,connect,ended,33.0,549389.0,90.0,64.0
552380,412021,mobile,canceled,,549184.0,150.0,7.0
566328,385008,connect,ended,23.0,565761.0,690.0,1.0
568826,279966,mobile,ended,-35.0,566857.0,90.0,51.0
571713,311923,connect,ended,-123.0,544337.0,600.0,21.0
561213,405433,mobile,ended,124.0,564813.0,120.0,147.0
561599,275810,mobile,ended,11.0,554462.0,600.0,535.0
562325,347042,connect,ended,-73.0,564123.0,600.0,78.0
563213,263232,mobile,ended,-71.0,565495.0,240.0,6.0
565109,312603,connect,ended,-956.0,566489.0,0.0,31.0
559197,400591,mobile,ended,6.0,553823.0,0.0,6.0
568943,337311,mobile,ended,70.0,554123.0,90.0,14.0
568987,391370,connect,ended,42.0,562708.0,0.0,41.0
570337,365926,connect,ended,-37.0,543942.0,570.0,37.0
570900,385523,connect,canceled,,565984.0,690.0,124.0
572472,371625,mobile,ended,28.0,571018.0,180.0,25.0
554588,343339,mobile,ended,426.0,552212.0,420.0,14.0
555137,404130,connect,ended,26.0,552365.0,60.0,12.0
555716,412909,mobile,ended,-102.0,562141.0,540.0,68.0
555942,250644,mobile,ended,9.0,554060.0,300.0,36.0
558830,353425,connect,canceled,,557068.0,0.0,30.0
559072,383485,mobile,ended,-56.0,558533.0,720.0,64.0
559429,390318,mobile,ended,203.0,556092.0,690.0,122.0
560564,409718,mobile,ended,-121.0,557338.0,570.0,2.0
560571,398152,connect,ended,-113.0,552192.0,690.0,153.0
562555,380662,mobile,canceled,,567954.0,30.0,77.0
568399,241021,connect,ended,-57.0,563552.0,60.0,25.0
563348,225486,connect,ended,97.0,563757.0,0.0,7.0
524703,352436,mobile,ended,7.0,538643.0,60.0,13.0
546064,314220,mobile,ended,-218.0,550400.0,150.0,10.0
564479,359485,connect,ended,121.0,561602.0,210.0,8.0
565170,318371,mobile,ended,-150.0,560843.0,0.0,44.0
558129,344254,connect,ended,-185.0,558115.0,690.0,6.0
558313,285452,connect,ended,-21.0,556448.0,720.0,14.0
558546,396712,mobile,ended,2733.0,554234.0,420.0,26.0
559335,391125,mobile,ended,7.0,559214.0,120.0,79.0
559521,411754,connect,ended,81.0,556456.0,660.0,97.0
562290,349171,connect,ended,-839.0,562874.0,420.0,13.0
563092,410214,mobile,ended,-38.0,563145.0,180.0,28.0
563808,412210,mobile,ended,98.0,561890.0,240.0,249.0
563832,389565,connect,ended,-5.0,564385.0,60.0,22.0
564522,333753,mobile,ended,95.0,564604.0,660.0,97.0
564890,396266,mobile,ended,-165.0,562788.0,510.0,121.0
558480,381787,connect,ended,-15.0,548193.0,210.0,158.0
558742,192603,mobile,ended,3.0,562673.0,420.0,415.0
561645,383625,connect,ended,-138.0,567392.0,0.0,15.0
565470,394043,mobile,ended,15.0,562479.0,180.0,127.0
568286,359641,mobile,ended,-28.0,560844.0,240.0,72.0
569376,330318,mobile,ended,-19.0,566099.0,120.0,123.0
538300,365926,connect,canceled,,537243.0,270.0,242.0
539038,378072,connect,ended,-17.0,529169.0,720.0,1.0
565937,290600,connect,ended,-9.0,567467.0,0.0,6.0
570098,410702,mobile,canceled,,562806.0,150.0,16.0
570764,230675,mobile,ended,211.0,564217.0,690.0,44.0
572707,241021,connect,canceled,,574151.0,0.0,3.0
573350,301068,mobile,ended,1.0,530691.0,0.0,8.0
540202,408267,mobile,ended,-115.0,537171.0,30.0,17.0
568007,414878,mobile,ended,123.0,566039.0,300.0,8.0
568444,353425,connect,ended,-27.0,557068.0,90.0,30.0
574527,397599,mobile,ended,87.0,572793.0,660.0,206.0
544004,192409,mobile,ended,40.0,506069.0,270.0,159.0
542241,390467,connect,ended,-16.0,537405.0,0.0,95.0
543055,405005,connect,ended,-26.0,551169.0,720.0,58.0
543781,342154,connect,canceled,,537496.0,240.0,47.0
546641,371387,mobile,ended,-1005.0,549907.0,60.0,4.0
546943,368432,mobile,ended,0.0,560801.0,0.0,3.0
547430,411521,mobile,ended,-3.0,547755.0,210.0,62.0
549462,381708,connect,ended,142.0,548698.0,60.0,13.0
544605,304392,connect,ended,-7.0,528643.0,120.0,13.0
545486,336522,mobile,ended,6.0,545384.0,420.0,31.0
545731,409227,mobile,ended,-12.0,545485.0,300.0,51.0
547299,321676,mobile,ended,-156.0,549756.0,30.0,3.0
551070,359800,mobile,ended,-40.0,548225.0,60.0,184.0
539751,374684,mobile,ended,3.0,537514.0,660.0,20.0
540382,310444,connect,ended,-120.0,533896.0,210.0,265.0
566831,384942,mobile,ended,-464.0,518025.0,720.0,132.0
551151,396009,connect,ended,156.0,545980.0,480.0,1.0
567863,385128,mobile,ended,31.0,543629.0,30.0,72.0
541215,374486,mobile,ended,47.0,539938.0,180.0,144.0
541363,381123,mobile,ended,-46.0,540040.0,120.0,89.0
541531,356673,mobile,ended,130.0,539422.0,0.0,92.0
543223,376311,connect,canceled,,560879.0,600.0,21.0
543535,371572,connect,ended,-312.0,548202.0,390.0,29.0
544135,297119,mobile,ended,14.0,539618.0,120.0,101.0
544677,339215,mobile,ended,56.0,544679.0,0.0,51.0
542957,276218,mobile,ended,164.0,568490.0,120.0,105.0
543815,385523,connect,ended,-6.0,541049.0,150.0,82.0
546300,397728,mobile,ended,12.0,557231.0,570.0,64.0
547520,312078,connect,canceled,,547273.0,60.0,32.0
541398,298117,connect,ended,-197.0,538630.0,150.0,2.0
543390,223615,mobile,ended,-45.0,532833.0,0.0,22.0
544699,384193,connect,canceled,,529134.0,0.0,22.0
545047,380480,mobile,ended,7.0,544328.0,690.0,20.0
547497,404130,connect,ended,3.0,541826.0,90.0,97.0
568275,341630,mobile,ended,-42.0,559873.0,480.0,79.0
568820,264513,mobile,ended,-46.0,566587.0,120.0,39.0
572871,381435,mobile,ended,-20.0,571546.0,60.0,23.0
551530,412295,mobile,ended,103.0,549505.0,30.0,46.0
552885,377591,connect,canceled,,551334.0,420.0,32.0
553129,358480,mobile,ended,170.0,551688.0,450.0,541.0
553227,276222,mobile,ended,20.0,531664.0,120.0,4.0
553540,393083,mobile,ended,23.0,553429.0,390.0,72.0
554359,350456,mobile,ended,1401.0,547316.0,540.0,16.0
554885,402767,mobile,ended,-13.0,556984.0,660.0,38.0
549116,356203,mobile,ended,-110.0,538281.0,150.0,12.0
543690,387614,mobile,ended,235.0,541885.0,300.0,38.0
546889,303652,mobile,ended,79.0,546472.0,390.0,310.0
546954,350705,mobile,ended,-47.0,548000.0,90.0,4.0
551169,405005,connect,ended,58.0,544486.0,0.0,10.0
553595,388206,mobile,ended,-24.0,513941.0,570.0,64.0
555857,401088,mobile,ended,36.0,552180.0,60.0,13.0
554425,364411,mobile,ended,105.0,557974.0,600.0,596.0
558185,401869,connect,ended,-9.0,556469.0,510.0,231.0
564244,377594,mobile,canceled,,562153.0,180.0,50.0
564980,341037,connect,canceled,,562653.0,510.0,158.0
557333,410887,mobile,ended,77.0,550290.0,300.0,17.0
558854,407865,mobile,ended,45.0,557408.0,360.0,7.0
562118,402078,mobile,ended,-74.0,560643.0,150.0,20.0
564327,412869,mobile,ended,3098.0,562932.0,90.0,105.0
564510,367632,connect,ended,-579.0,563613.0,720.0,11.0
549864,175887,connect,ended,72.0,558049.0,720.0,32.0
550335,364199,mobile,canceled,,515060.0,60.0,452.0
554913,351258,mobile,ended,0.0,555581.0,270.0,250.0
556230,387976,mobile,canceled,,553955.0,720.0,885.0
557078,301301,connect,ended,104.0,555752.0,180.0,119.0
539705,406161,mobile,canceled,,559887.0,0.0,5.0
540509,406902,mobile,ended,35.0,536255.0,30.0,74.0
541103,359864,mobile,ended,-69.0,527333.0,60.0,15.0
542384,344254,connect,ended,97.0,539674.0,180.0,125.0
542909,407865,mobile,ended,114.0,535365.0,30.0,20.0
556659,310219,connect,ended,-70.0,549808.0,480.0,54.0
556716,364160,connect,ended,127.0,560217.0,30.0,18.0
557706,399575,connect,ended,-17.0,548718.0,720.0,73.0
558046,401869,connect,canceled,,556469.0,480.0,231.0
558539,384983,mobile,ended,21.0,554384.0,60.0,69.0
559386,395385,mobile,ended,2499.0,556228.0,690.0,1.0
564129,368506,mobile,ended,-41.0,555811.0,600.0,62.0
564601,317683,mobile,ended,93.0,560650.0,30.0,46.0
558724,380479,mobile,ended,13.0,555526.0,570.0,52.0
561362,352528,connect,ended,-21.0,527111.0,600.0,100.0
562011,282433,mobile,canceled,,557920.0,210.0,7.0
562201,412104,mobile,ended,-119.0,563920.0,120.0,92.0
565255,374809,connect,ended,-97.0,566437.0,90.0,2.0
565826,387980,mobile,ended,-36.0,565423.0,270.0,93.0
565273,351468,mobile,ended,-209.0,559473.0,90.0,62.0
565284,403149,mobile,ended,31.0,563877.0,150.0,79.0
565885,379092,mobile,canceled,,563199.0,330.0,4.0
566516,337217,mobile,ended,48.0,561111.0,660.0,10.0
569487,335276,connect,ended,-40.0,560375.0,600.0,140.0
570644,374360,connect,ended,18.0,567682.0,60.0,172.0
548739,365148,mobile,ended,25.0,547665.0,60.0,55.0
548963,374626,mobile,ended,48.0,536523.0,720.0,68.0
550109,373927,mobile,canceled,,552732.0,420.0,186.0
550938,334190,connect,ended,110.0,549759.0,0.0,142.0
570143,174243,mobile,ended,80.0,565219.0,120.0,10.0
571746,331673,mobile,ended,35.0,570526.0,210.0,23.0
551166,342699,connect,canceled,,548950.0,60.0,98.0
552238,386259,connect,ended,-10.0,550185.0,420.0,15.0
551778,394305,mobile,ended,13.0,549859.0,150.0,8.0
555012,398697,mobile,ended,218.0,527035.0,210.0,23.0
553682,401475,connect,ended,37.0,552583.0,420.0,11.0
558030,316678,connect,ended,-158.0,549892.0,240.0,23.0
553988,404791,mobile,ended,-402.0,557032.0,60.0,8.0
553223,398586,connect,ended,172.0,544811.0,30.0,50.0
553999,406161,mobile,ended,-110.0,556375.0,0.0,9.0
555556,407607,mobile,canceled,,558491.0,720.0,25.0
556918,380833,mobile,ended,35.0,532556.0,90.0,62.0
567769,338571,mobile,ended,19.0,555206.0,90.0,42.0
505758,392805,mobile,ended,3.0,528920.0,90.0,83.0
526752,389451,mobile,ended,5.0,532361.0,630.0,4.0
527873,394217,mobile,canceled,,539939.0,420.0,75.0
533792,401649,connect,ended,106.0,546026.0,30.0,2.0
568519,295783,connect,canceled,,561162.0,600.0,74.0
568079,227042,mobile,ended,40.0,566621.0,600.0,52.0
571227,298117,connect,ended,-13.0,571310.0,600.0,56.0
541283,305733,mobile,ended,34.0,536691.0,60.0,84.0
543426,398802,mobile,ended,51.0,546955.0,720.0,25.0
543793,408983,mobile,ended,1073.0,540001.0,690.0,675.0
573207,216576,connect,ended,93.0,565493.0,300.0,57.0
573945,248926,mobile,ended,36.0,571936.0,690.0,4.0
553596,407865,mobile,ended,17.0,558854.0,690.0,45.0
536480,392368,connect,ended,-242.0,537825.0,690.0,5.0
545069,399431,mobile,canceled,,536579.0,210.0,64.0
543930,409636,mobile,ended,8.0,539399.0,720.0,93.0
544867,385423,mobile,canceled,,543882.0,90.0,14.0
544991,404791,mobile,ended,106.0,526927.0,720.0,44.0
545705,352039,connect,ended,2.0,548559.0,720.0,19.0
548501,370907,mobile,ended,-3.0,548865.0,720.0,25.0
550069,368354,mobile,ended,-488.0,547423.0,90.0,53.0
557316,381583,mobile,ended,10.0,554028.0,150.0,100.0
558535,318911,mobile,ended,191.0,552015.0,330.0,26.0
559040,273577,mobile,ended,427.0,562925.0,720.0,29.0
536874,331900,mobile,ended,69.0,547182.0,120.0,4.0
538233,325139,mobile,ended,150.0,539837.0,270.0,62.0
539750,295860,mobile,ended,103.0,542566.0,300.0,316.0
558762,218964,mobile,ended,437.0,557353.0,630.0,324.0
559959,376601,mobile,ended,-383.0,559138.0,60.0,33.0
559047,392805,mobile,ended,288.0,546762.0,0.0,1.0
559490,268787,mobile,ended,-20.0,552187.0,0.0,8.0
561044,372809,connect,canceled,,557343.0,690.0,104.0
561559,390927,connect,canceled,,537960.0,0.0,31.0
563577,236059,mobile,ended,397.0,567616.0,90.0,59.0
550814,339371,mobile,ended,536.0,518660.0,90.0,32.0
550894,304068,mobile,ended,-135.0,543851.0,60.0,12.0
551643,392479,mobile,ended,-139.0,553125.0,240.0,88.0
551867,375834,mobile,ended,96.0,547655.0,120.0,89.0
546141,386722,mobile,canceled,,544832.0,210.0,53.0
548896,318371,mobile,ended,-89.0,551963.0,330.0,62.0
560718,324640,mobile,ended,156.0,542037.0,240.0,188.0
562612,413896,mobile,ended,-8.0,560091.0,0.0,527.0
563090,386086,mobile,ended,39.0,560501.0,0.0,15.0
557659,298117,connect,ended,22.0,552177.0,360.0,147.0
557969,385721,connect,ended,-104.0,551402.0,600.0,94.0
558684,412528,mobile,ended,49.0,557553.0,270.0,50.0
559259,412093,mobile,ended,74.0,553100.0,0.0,67.0
559493,285452,connect,canceled,,556448.0,30.0,14.0
559701,401475,connect,ended,-51.0,552371.0,600.0,47.0
560537,308181,connect,canceled,,559632.0,90.0,33.0
560826,406902,mobile,ended,64.0,556895.0,660.0,111.0
541294,366866,mobile,ended,-158.0,540776.0,120.0,6.0
541942,391618,connect,ended,144.0,531518.0,60.0,3.0
543008,363761,mobile,ended,1341.0,567693.0,720.0,114.0
544445,195888,mobile,ended,-22.0,544632.0,690.0,34.0
550972,360981,mobile,canceled,,548903.0,60.0,221.0
551055,409197,mobile,ended,-91.0,543333.0,240.0,3.0
552306,356673,mobile,ended,-72.0,551565.0,180.0,176.0
552462,381787,connect,canceled,,548193.0,150.0,158.0
555454,381183,mobile,ended,232.0,552738.0,60.0,165.0
565678,348485,connect,ended,39.0,560263.0,360.0,13.0
563999,371632,connect,ended,-88.0,556474.0,540.0,118.0
564699,415572,mobile,ended,2193.0,565228.0,240.0,4258.0
565099,413351,mobile,ended,9.0,561247.0,0.0,2.0
565399,407315,mobile,ended,70.0,552810.0,120.0,45.0
566071,403054,mobile,ended,-166.0,565660.0,480.0,2.0
565393,370055,connect,ended,-93.0,563668.0,660.0,24.0
546501,314456,connect,ended,-210.0,540134.0,210.0,62.0
546959,405005,connect,ended,38.0,545715.0,240.0,47.0
548101,390590,connect,canceled,,545833.0,210.0,46.0
566850,400181,mobile,ended,16.0,561893.0,720.0,52.0
567093,415726,mobile,ended,-2.0,565126.0,270.0,4.0
567644,216701,mobile,ended,-1408.0,565921.0,210.0,39.0
568224,381499,connect,ended,-93.0,562174.0,0.0,73.0
569141,379462,mobile,ended,-99.0,557980.0,120.0,1.0
571191,413896,mobile,ended,-29.0,572986.0,60.0,63.0
567165,311943,mobile,ended,-5.0,569360.0,570.0,87.0
567364,403871,mobile,ended,-5.0,560535.0,450.0,133.0
556850,346952,mobile,ended,48.0,553865.0,30.0,45.0
557086,398733,mobile,ended,4.0,555668.0,0.0,17.0
558628,396435,connect,canceled,,550343.0,420.0,44.0
559733,326708,mobile,ended,-23.0,554230.0,180.0,15.0
555190,194356,mobile,ended,0.0,559148.0,510.0,617.0
568455,382302,connect,ended,-35.0,574639.0,660.0,6.0
568853,335276,connect,canceled,,560375.0,690.0,140.0
570013,383344,connect,ended,33.0,569963.0,360.0,61.0
573770,356106,connect,ended,-14.0,573913.0,390.0,156.0
568278,351549,connect,ended,355.0,565967.0,510.0,12.0
568428,351660,connect,canceled,,563040.0,0.0,41.0
568585,351660,connect,ended,-45.0,563040.0,90.0,41.0
568789,402153,mobile,ended,-88.0,568035.0,720.0,47.0
571607,374360,connect,ended,-5.0,570644.0,0.0,18.0
571797,338647,mobile,canceled,,570367.0,630.0,74.0
567535,368391,mobile,ended,65.0,539310.0,30.0,30.0
568416,336935,connect,ended,2.0,559824.0,630.0,14.0
568421,410521,mobile,ended,98.0,554767.0,180.0,111.0
568649,378003,connect,ended,52.0,572385.0,90.0,153.0
568993,370513,mobile,ended,18.0,528782.0,30.0,3.0
549762,280227,connect,ended,-170.0,551649.0,90.0,34.0
550923,245154,connect,canceled,,549765.0,630.0,11.0
569362,404953,mobile,ended,142.0,568070.0,90.0,78.0
571552,403962,connect,canceled,,574540.0,90.0,153.0
572413,350149,mobile,ended,79.0,574325.0,600.0,169.0
557655,311664,connect,canceled,,557740.0,570.0,86.0
561066,230201,connect,ended,-57.0,564529.0,0.0,24.0
563942,412139,mobile,ended,-12.0,555548.0,90.0,31.0
564205,355805,mobile,ended,41.0,564523.0,30.0,51.0
564594,248926,mobile,ended,-68.0,559683.0,150.0,19.0
565489,355900,connect,ended,-100.0,567036.0,600.0,86.0
574757,340699,mobile,ended,129.0,570928.0,0.0,51.0
575049,382444,mobile,canceled,,568419.0,330.0,28.0
556533,241021,connect,ended,102.0,557598.0,150.0,120.0
563473,348294,connect,ended,64.0,561643.0,0.0,16.0
563711,310661,mobile,ended,245.0,549715.0,90.0,87.0
567276,388764,mobile,ended,21.0,548208.0,270.0,20.0
542869,300377,mobile,ended,13.0,532441.0,0.0,21.0
542965,339015,mobile,ended,-189.0,533719.0,360.0,322.0
543503,401911,mobile,ended,82.0,539726.0,120.0,74.0
543654,370420,mobile,ended,93.0,506194.0,0.0,21.0
573792,373511,mobile,ended,-118.0,574297.0,30.0,3.0
556973,384396,connect,ended,225.0,553994.0,150.0,120.0
557845,405433,mobile,ended,-11.0,557514.0,0.0,47.0
559467,290600,connect,ended,89.0,559379.0,630.0,1.0
560038,407607,connect,canceled,,558491.0,690.0,25.0
573423,358764,mobile,ended,52.0,569793.0,30.0,50.0
574789,325328,connect,ended,40.0,562389.0,690.0,16.0
575860,323777,mobile,ended,-19.0,575053.0,30.0,22.0
569088,394869,mobile,ended,175.0,567711.0,360.0,148.0
569229,374486,mobile,ended,46.0,569375.0,570.0,60.0
569736,376491,connect,canceled,,571965.0,510.0,17.0
561569,374809,connect,ended,-14.0,540924.0,120.0,2.0
566230,339993,mobile,ended,-414.0,555368.0,720.0,138.0
568164,374298,connect,ended,-43.0,565095.0,60.0,9.0
573086,385303,connect,ended,125.0,572075.0,660.0,27.0
542105,397188,mobile,ended,-66.0,541742.0,720.0,134.0
542314,388111,mobile,ended,38.0,509727.0,30.0,25.0
544444,392327,mobile,ended,352.0,539009.0,660.0,274.0
545009,317303,mobile,ended,-3.0,541002.0,120.0,19.0
546659,333731,mobile,ended,17.0,548560.0,120.0,24.0
548340,390702,connect,ended,72.0,532915.0,180.0,76.0
552213,359045,connect,ended,-91.0,567058.0,60.0,88.0
545142,399431,mobile,ended,-59.0,536579.0,270.0,64.0
549928,301799,connect,ended,-52.0,551138.0,540.0,550.0
550270,399575,connect,ended,51.0,548971.0,690.0,102.0
552800,335276,connect,ended,-74.0,553412.0,0.0,11.0
553525,404460,mobile,ended,-869.0,552490.0,30.0,83.0
556928,245154,connect,ended,-99.0,556011.0,60.0,99.0
558711,249274,connect,ended,10.0,542660.0,180.0,38.0
558941,370312,mobile,ended,-32.0,547786.0,660.0,107.0
560206,412025,mobile,ended,-82.0,558245.0,480.0,24.0
560659,223850,mobile,ended,-112.0,559026.0,180.0,145.0
561206,312603,connect,ended,10.0,554958.0,30.0,183.0
561476,410402,mobile,ended,11.0,550186.0,0.0,21.0
559133,335341,mobile,canceled,,558460.0,300.0,13.0
560740,383344,connect,ended,17.0,534678.0,60.0,164.0
560787,413181,mobile,canceled,,560542.0,150.0,4.0
561898,404789,mobile,ended,284.0,561771.0,360.0,268.0
565711,367627,mobile,ended,-86.0,561444.0,540.0,35.0
565739,353535,mobile,ended,187.0,564894.0,480.0,56.0
566008,378689,mobile,canceled,,564756.0,0.0,39.0
567833,372011,mobile,ended,-1345.0,546551.0,360.0,24.0
568153,312716,mobile,ended,-166.0,541645.0,120.0,39.0
568325,354026,mobile,ended,3.0,567791.0,90.0,18.0
567741,294059,mobile,ended,111.0,567708.0,120.0,283.0
568049,381499,connect,canceled,,562174.0,720.0,73.0
568241,396409,mobile,canceled,,566136.0,570.0,16.0
569717,377312,mobile,ended,230.0,545045.0,90.0,22.0
